,RecordId,PortfolioId,Ticker,BuyDate,BuyValue,Number of Shares,Currency,Months Owned,AdvisorId
57,bc9ec235-1ce6-4ae3-9abd-b2b7159eadc3,9d8a3886-26af-4f02-8e7f-06bada2ec632,EOS,2016-05-23,199,9,EUR,78.76666666666667,8f826f95-8902-4706-b9a7-02e97f83feda
58,216d6d68-e074-4a81-aeb4-3eb4406e0a2f,6bed1107-7d3f-47cf-ad3b-2644c3c8d55b,RDUS,2022-01-16,214,10,EUR,11.0,cc60558e-d0fc-42d1-b4a5-de0727bbba68
59,f0531235-63a8-401d-8da5-1885884aa268,0a0b321e-76c2-4082-86a1-e3f67fdd2db6,ATH,2017-11-05,175,8,EUR,61.36666666666667,bf020d46-50d6-4a46-933d-1dc9c38e3c0a
60,8819f1cd-0913-4757-ae10-17f753b126c7,2fd0aa0c-e9dc-4b8e-8b8f-f8add094aaf9,FTNT,2016-11-28,159,7,EUR,72.6,e4f69c22-5ad9-409f-806d-632623864a9c
61,e62f7e3c-6853-4cda-a425-d34c6129c96b,ac6fdc80-3839-49e5-94c3-daa611f94731,DSE,2020-01-03,143,7,USD,35.43333333333333,d43ab650-9cc7-479c-81a1-d3765e6b99bc
62,2d8a3505-da48-4dcf-8e4c-050436a8feec,d33c3ed0-cd91-41b3-a151-2ffee5e1ce6a,ICLK,2016-07-27,226,11,USD,76.63333333333334,0ff2088d-f2b0-4e08-815d-2de8c81429a0
63,dcd66bdb-8ae1-4ece-8fe1-6bd89dada937,9856f617-d135-463b-b5b5-c347d027ad45,ANAB,2017-04-16,258,12,JPY,68.0,e52b7be4-8fa6-4bf8-b770-e267732851eb
64,5b31dd81-0186-4fbd-a7e8-525caeb9151a,dea2aa77-0ee7-4d8c-8197-881f9cf5bba4,MSG,2014-04-13,254,12,EUR,104.1,bce4c553-2ef4-49a7-9fc3-19569bcd7a24
65,456fb2e1-6a62-4b27-99e1-cbcbe35f9e79,f09723d7-d971-488f-849d-289d61b0b320,GRIF,2013-06-23,261,13,EUR,113.76666666666667,b755e2c2-263c-4c71-bf64-ebb1de76e425
66,41b22ddb-5fbd-406a-815a-7b2766c92bd9,42361e71-e79d-4e5e-8a64-6ff69f93f192,FISV,2022-12-08,182,9,JPY,0.26666666666666666,20175a10-e6ab-4393-a497-77f283971172
67,e12a903e-035f-4e6c-b37d-d344adcebb32,c8aa8c68-a22b-4d46-b656-29bf09df8a27,RXI,2016-11-05,245,12,JPY,73.36666666666666,69fb5c08-1901-4cbe-952e-0875f3442534
68,c91c3d91-9d23-4af0-8ff3-8ac32c326374,c011b606-7781-496c-9ead-4463f5c22726,LTBR,2013-07-10,123,6,EUR,113.2,c1bfacdd-e0a4-440c-b840-af5670cbad08
69,ebf97ca6-e6e4-426a-a908-6ab9f96a47a8,d33c3ed0-cd91-41b3-a151-2ffee5e1ce6a,ENFR,2020-01-30,263,13,JPY,34.53333333333333,b87a4d21-159f-4695-a039-790798aeed1b
70,4eb51657-5077-4330-90a1-76b433556c25,fd69d054-5cca-4fb2-9b75-9d4f262e0d19,IIIV,2013-07-22,299,14,JPY,112.8,66ed2336-d93d-4970-92eb-ddcd53d93e49
71,1666d47c-1d55-4abb-a9e0-4401fee3df7f,cb5094f0-d6cf-4531-8f6c-18c5826dc7d7,FNK,2018-05-04,167,8,USD,55.4,52fc278f-5c6e-4758-88b4-dd485121ac7c
72,36845d7e-387b-44e2-9642-b13f76f77e76,cc13e60d-9a9a-44be-ad1a-692bff6c73c4,MTT,2021-05-21,100,5,JPY,18.833333333333332,184b104e-c2d6-4a45-b91a-020d96b6c04f
73,207f33f0-4ba0-4804-ae1b-6cd68244b40e,3fb2fa43-c1f2-4a2b-95bb-f277bc7dadd9,AXE,2021-12-02,189,9,USD,12.466666666666667,46c934c8-3aae-4187-8c33-de308d361382
74,8c85cf9b-d28d-4721-8a64-bc734d491ea6,b1243e5b-3105-468e-a8c3-44ec5cb1ea1b,PSP,2021-09-22,266,13,EUR,14.8,8f9cb341-d42d-4bb7-b471-b879992b1c83
75,82ec6c28-160c-4ea0-a397-6324cd456203,a266d279-c352-412f-b7d0-c8ea55f6dc5e,PSR,2019-12-22,289,14,JPY,35.8,8bdf0020-b9d9-4f6d-bf38-5a8fa0372b35
76,17863dd9-e6d5-448c-a442-4a8e5256414b,552c8067-331f-4efe-9a5e-fa86b528fab5,IYY,2021-07-10,133,6,EUR,17.2,44dbf02e-18a4-43b5-93b0-79ce3b0ec16a
77,13b26c31-5e9d-4e64-a270-dbdae54ff7f5,813ba635-d6ff-4d78-9e7e-8ccf0bd43a43,PSTI,2015-08-02,167,8,EUR,88.46666666666667,238c44b1-8089-4641-9c9a-45d31c49f22d
78,f9d7269d-33c6-44ea-baff-a4e120dc9135,4670fe99-0a06-4bb4-9b90-a4ee4256f185,LGOV,2015-06-04,277,13,EUR,90.4,a3924df6-e3df-437b-acae-17cde159fb44
79,eb14bdd3-641d-49c7-9df1-3004c219b8c4,c8d4b460-3769-451a-b873-e297e7cf4305,DX,2013-09-04,267,13,USD,111.4,e6cf3d63-7562-4434-9417-a48ed8b9ff02
80,755e2ba6-8ea5-4a61-bbd3-c8b5ce869584,a27e4624-c5a7-474c-9a68-be9eb315aad2,BLDP,2015-04-16,153,7,JPY,92.0,be85bba7-e6e3-45f9-97ba-49b3d3324b84
81,e9c100c4-4ec4-4f45-b03e-57ba2897e6ba,5a7a8bc0-2982-4375-b99a-2dbce7a48b7d,AMSF,2013-11-04,292,14,EUR,109.4,4afd2f63-7e73-4fba-a307-af4a9f813166
82,7d06c276-5f4d-4a4d-baa6-e905015e12d9,36e856aa-b211-4f40-9bfc-29a860e457cc,DGICB,2014-09-19,257,12,EUR,98.9,82ff1cdb-94db-4281-9b05-087909f5910c
83,ecc761ad-be21-4f4d-9ea9-48019e6d0a06,91ce008f-f11d-4019-bd71-77ebd65c7ff6,COO,2019-04-03,269,13,EUR,44.43333333333333,47c70e9d-4519-4f73-b17f-9bc3587d2beb
84,ff0bf483-13d6-49a4-864c-94ace32f79a3,f9f803a6-0f7b-426e-a26f-666c4daf4d1a,AKBA,2017-11-03,110,5,JPY,61.43333333333333,82ee760a-b13c-4fd7-81f4-33ce9fda7ae2
85,f4599cd6-e907-435e-b4d2-46765a03b1f1,7019e217-a15c-49f5-894d-131acad1b2ed,WTI,2022-04-06,109,5,USD,8.333333333333334,6a908b68-d6c6-4da7-83db-f34e347f81f2
86,809ae874-f20e-4530-9d57-ba8caa10c90e,2032981a-b243-4917-94d4-366e2119a910,GLTR,2021-05-17,129,6,EUR,18.966666666666665,61bb3b95-5f29-4e9c-8889-ec77d9ceb77f
87,c851f420-6823-4a49-88ae-afb153501151,5c67b540-4026-4745-91a0-2516e39496c0,SPOK,2021-03-15,208,10,JPY,21.033333333333335,fd2e54b6-4f7c-4c93-82ac-1d0239f47060
88,0b609432-b90c-4b3e-9bf4-b5051011d4f3,88818ea9-aed3-4ea8-92bd-97bf98972e98,UNH,2014-07-30,130,6,JPY,100.53333333333333,5be87744-035b-4cec-b5af-8f21a550253c
89,5d29c394-b4be-4cdf-9e8f-35ceca32296e,822fbdc1-f0c2-4fbd-9085-10399779d253,CFO,2013-06-26,299,14,USD,113.66666666666667,152ef3a6-a3f9-46b9-b092-10707593f77d
90,7f27b3bb-a8d0-456b-9071-7f9a9780abde,9d55527e-e52f-446f-9b4e-a050bc365e21,SWTX,2022-03-24,140,7,USD,8.733333333333333,152a8124-1aec-4761-a701-6104e100aa27
91,7a357be8-6b28-4580-8c57-59fd276df5fc,53f7710a-1a52-4fea-b4d6-e0e113a8fefa,IVR,2015-06-22,113,5,EUR,89.8,39c530e6-74e0-401c-aac9-8a931a895016
92,70ee2611-c3fb-4d6a-b20a-c3d614097c4c,c812a6b2-aa23-4964-bbd8-55cfc35feba9,BTYS,2019-12-27,236,11,EUR,35.63333333333333,bf1a0897-21f7-4ced-b1fd-bd180d760cb9
93,3ef7530a-54e2-4a82-983f-c50096846a4b,28ecf4dc-3cca-4ea7-9928-f490a52bf9cc,DJP,2021-07-21,192,9,USD,16.833333333333332,a31cb1d4-e8b8-411d-b8a3-2fe6330ac9ec
94,a890d7b1-b314-4d8d-b664-76a7d87cb871,c8d4b460-3769-451a-b873-e297e7cf4305,FNGO,2014-07-29,291,14,EUR,100.56666666666666,24eaf5b3-a39b-4c69-98ae-c610ec4bd5a3
95,0500a76e-01c3-49de-91a5-816f9b344f5b,0a0b321e-76c2-4082-86a1-e3f67fdd2db6,EMR,2019-03-14,153,7,EUR,45.06666666666667,79aba42b-6352-4ba3-8793-bbed1de9c76a
96,e8fcfeeb-167a-4b27-b6d8-90b37ab1cfd8,4997964d-3812-4ebc-a873-e7d09db015d2,GHG,2013-06-08,233,11,USD,114.26666666666667,a95e9f62-37e0-4ac8-8d06-b048d3ffb738
97,73497bde-558f-4f99-8bd8-a50ec162a119,d5023506-eb69-4805-bcc3-50be59aee477,INFO,2018-12-15,269,13,JPY,48.03333333333333,14e45a80-f2a7-46ed-a9b0-b12fd8676b6c
98,4ec94a09-beac-4982-9d24-1f4c0cb00a56,89429a76-767c-4c55-ad31-02b4fe964c5a,FLJH,2022-02-06,193,9,EUR,10.333333333333334,4b204b95-675a-43bb-aacb-9dfc0e71a3cd
99,1cec3870-85cc-46ae-a596-2e2b50e5101a,91be94e2-f04f-45b2-844d-a7200c59acef,SNA,2021-09-06,243,12,USD,15.333333333333334,8c0f7feb-c82d-4e3e-b725-30989cede195
100,de4878b2-df11-4165-ab8b-643a6af5b3db,a0a98989-1b06-43fd-8758-d6315f61e11f,DSSI,2017-01-11,116,5,EUR,71.16666666666667,0697cadc-5cdc-4646-82f3-9dbf38134ec2
101,63900a0a-29c8-4590-bea5-9247ec4737cb,8bbe8cc8-65d8-4c91-9ade-4121d0cab792,SECO,2013-02-22,274,13,JPY,117.8,78170c15-bc05-4550-b344-6d3bb67faa4a
102,bb5b5034-6752-42d3-88dc-ba01457b8211,f52b7310-5743-4f19-8383-2b86be2d78bf,TPVG,2016-01-16,192,9,EUR,83.0,7fdbcc2b-d078-4e1c-93e3-2022a085e39c
103,082f8ae1-bdf6-491f-b860-fb671ef2a8a1,81aeaa28-784c-4ba4-99a1-9ca247be6d2e,BGB,2014-06-15,110,5,USD,102.03333333333333,aa8d372e-06c3-493f-bef5-5a2cdfd241c4
104,e9cd56b1-9225-4d11-8d81-c5a4b40cfdfc,b4d3c511-4288-47f6-84bd-ba01bbe949f1,ESML,2018-06-23,237,11,JPY,53.766666666666666,5d0e6fc6-b6d8-48b0-892c-b594d8dd5081
105,23b68d53-f0e9-493d-aaa2-9132cb42528a,66433956-4176-4d0a-9a9b-f96540d65f08,PPX,2019-07-17,119,5,JPY,40.96666666666667,12854522-bb25-4c97-9307-8ea6cdc08978
106,e6910b50-20ca-496d-b965-11d37c8dda0d,b907e2b3-b40e-44f2-9a89-0b4b4e25837f,DYNT,2016-01-10,106,5,EUR,83.2,aa0c4a08-a5db-4773-ad56-b4a9f3136c98
107,411e1f05-6615-47e1-8e82-23ddd206554d,cf137dda-fe02-4448-a651-4f6ce105fa5f,FWDB,2015-11-15,100,5,EUR,85.03333333333333,4e004249-902c-46a9-803c-9292ed78cf23
108,e4bbecbd-b3ca-4c1c-bbf4-c9ed548be19c,997e1cbc-4167-4aac-80dd-d06ad29b9f77,TBLU,2022-04-18,109,5,EUR,7.933333333333334,a61d3d68-98eb-4364-9198-addaa51f84cf
109,e2c0e462-2e7c-4e19-b10a-afd1dfa0c7aa,0803b0ff-48cd-4bba-ba7d-7aa2e33eb8e0,BOUT,2019-03-23,188,9,EUR,44.766666666666666,b98ebb37-0637-4398-98ef-fb8bb3f9b343
110,2f0ba109-cf60-49c8-8a38-b66552c1a978,a2758fd1-ca6b-4f75-9083-9faeb858ae42,XLNX,2020-02-21,296,14,JPY,33.833333333333336,64b28a7d-4b12-432d-8fb3-174d814d9444
111,f02c0b0b-31f4-48fb-9b2f-3d56dd65ae10,e5205643-b230-4fc6-bd41-07113b1f713c,ZBH,2022-02-07,138,6,EUR,10.3,bac85389-079b-49ae-a1ad-2dd0856d2497
112,a2f0b1af-abb9-457a-8ae3-e9b98ecf9b97,5f712f53-8ded-4f8b-b3c6-5006877153b9,DPG,2021-05-21,150,7,JPY,18.833333333333332,33c6627e-dfd7-453f-b499-3bbe50596e6f
113,c0382d9f-cf2c-4b01-b3cf-f328d4ba1d50,1cc7024c-7bb2-4243-a441-c8ebb684aba6,TGA,2013-02-12,169,8,EUR,118.13333333333334,0b4ec703-3e1e-416b-b3c0-467d7524ecba
114,d2aefebc-f33f-43c3-829b-843b2d6edd09,7ea6f997-a5d6-4dab-8ef0-a77fbfa32e60,NVMI,2014-03-27,170,8,USD,104.63333333333334,b97b0c74-1622-4205-b1d5-c177fb112c9f
115,baafd6dc-4f8e-4f2f-a2ef-dcebc6863d63,91f6b2a8-574b-4330-bae0-057a93e6e014,FIS,2022-04-26,169,8,EUR,7.666666666666667,357747d4-2ce1-4ab4-818c-975ba81e72ae
116,f8124a0a-1aa8-446f-865c-a96757e6c1f1,5a9b2d0d-bbd7-49fd-bb17-615a8fabb32e,CGO,2014-07-27,112,5,EUR,100.63333333333334,8f259acd-d374-4868-8033-8ac298255a52
117,ed799a63-8d82-43fa-8521-9af18eb01ee6,f169c286-383b-41b0-af9f-d45c072fbeaa,CMDY,2014-08-07,172,8,EUR,100.3,0a6f272c-d862-437b-a575-48a165c99f16
118,5273a2b1-df65-45fc-9176-d7820dd748f7,d6298f9e-f7ad-41a7-87b7-39b86a65a26d,ENVA,2016-05-18,152,7,JPY,78.93333333333334,4c8350d3-1ec0-4997-b7bf-23ba7aeb9238
119,908d4b9c-e3a4-46dc-b610-2d284f1c2fd2,9026af63-51e7-471b-82ce-8584792a1095,ECT,2013-01-09,213,10,USD,119.23333333333333,c3cfc5f8-5749-48c4-aa3b-742e18c3cffa
120,b858b453-fa81-4b96-836d-8ed3e3849251,e09b7f11-39d1-402e-8521-5e0f672f3654,DGRE,2022-03-31,104,5,JPY,8.533333333333333,4516ad3e-7825-430b-aab8-4e34bc05540c
121,1f4c19d3-82bc-4d21-aefb-d5f326cc2b52,eecd4811-0087-422f-a861-ab716af06d51,BLOK,2018-05-01,220,11,EUR,55.5,faba95e9-3f96-4a33-8e74-a7788b3a3d19
122,2bdc1b70-d360-4716-b7f8-6c7491d23a5b,c4441585-85c3-4c74-b241-78d94262246c,AGD,2015-10-05,165,8,EUR,86.36666666666666,eaab487e-ee21-4c9b-8b2a-9d1254bab604
123,81df670a-d112-4dc0-ac11-75c1d6f6684b,8414850f-3779-4f2c-aebb-52ccfd5f751a,PRGS,2013-10-30,283,14,USD,109.53333333333333,31ea7083-f07b-4c17-bb03-34f1e2b6aded
124,bfbac7aa-1cd7-41d2-9b1f-b058d02fe746,1c04f232-832c-4215-8158-6f7d1abea282,VEGN,2015-07-13,108,5,EUR,89.1,3dae0c97-7f17-41be-a3d1-012877f8b67d
125,94af76c5-6728-4fef-a56b-691d3b799916,29ffbc4c-3049-4601-8a15-0ce7d96a3607,ROST,2016-02-11,280,14,JPY,82.16666666666667,1b3fd96e-31a4-4830-b665-50557689b9dc
